CHARGE1STATUTE,CHARGE1DESCRIPTION,OffenseDescription,OffenseDescription2,OffenseType,OffenseTypeSort
740 ILCS 22.0/219,VIO CIVIL NO CONTACT ORDER,Violation of an order of protection,Violation of order of protection/no stalking,Person offense,1
740 ILCS 22.0/219,VIO CIVIL NO CONTACT ORDER/2+,Violation of an order of protection,Violation of order of protection/no stalking,Person offense,1
740 ILCS 90.0/5,OBTAIN LODGING W/O PAYMENT/1ST,Other offense,Other public order offense,Public order offense,6
750 ILCS 45.0/15,CONTEMPT - ENFORCE JUDGEMENT ORDER/SUPPORT,Other offense,Other public order offense,Public order offense,6
750 ILCS 60.0/223,VIOLATE/ORDER OF PROTECTION,Violation of an order of protection,Violation of order of protection/no stalking,Person offense,1
765 ILCS 1040.0/2,SELL <100 COUNT ITEMS <$300,Other offense,Other public order offense,Public order offense,6
765 ILCS 1040.0/2,SELL >2000 COUNT ITEMS >$500K,Other offense,Other public order offense,Public order offense,6
765 ILCS 1040.0/2,SELL 100<500 ITEMS $300<$10K,Other offense,Other public order offense,Public order offense,6
765 ILCS 1040.0/2,SELL 500<2K ITEMS/$10K<$100K,Other offense,Other public order offense,Public order offense,6
765 ILCS 1040.0/2,UNAUTHORIZED USE OF TRADEMARKS,Other offense,Other public order offense,Public order offense,6
765 ILCS 1040.0/4,UNAUTHD USE OF SEAL/TRADEMARK,Other offense,Other public order offense,Public order offense,6
8-12-010,GAMBLING,Gambling offense,Other public order offense,Public order offense,6
8-12-040,GAMBLING - DEVICES FOR GAMBLING,Gambling offense,Other public order offense,Public order offense,6
8-16-010,CHILD ABUSE/CRUELTY TO CHILDREN,Child abduction,Offenses harming children,Person offense,1
8-16-020,CURFEW VIOLATION,Truancy/curfew,Other public order offense,Public order offense,6
8-16-050,MINOR DRINKING - INTOXICATION,Consumption of alcohol by a minor,Other public order offense,Public order offense,6
8-16-060,ALCOHOLIC LIQUOR GIVE TO MINOR,Consumption of alcohol by a minor,Other public order offense,Public order offense,6
8-16-063(B),POSS/USE CANNABIS BY MINOR,Other offense,Other public order offense,Public order offense,6
8-16-065,SOCIAL HOSTING,Other offense,Other public order offense,Public order offense,6
8-16-095,POSS OF SPRAY CAN/MARKER BY UNDERAGE PERSON,Other offense,Other public order offense,Public order offense,6
8-16-125,CONTRIBUTE DELINQUENCY-MINOR,Contributing to the delinquency of a minor,Offenses harming children,Person offense,1
8-20-050(A),FIREARMS-PROTECTION OF MINORS,Possession of a firearm without a valid FOID,Other weapons offense,Weapon offense,3
8-20-060(A),"POSSESS OF A LASER SIGHT ACC,FIREARM SILENCER,MUFFLER",Other offense,Other public order offense,Public order offense,6
8-20-075-A,POSSESSION OF ASSAULT WEAPONS,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
8-20-085(A),HIGH CAP MAG AND METAL PIERCING BULLETS - SAKE/POSS PROH,Other offense,Other public order offense,Public order offense,6
8-20-085(A),HIGH CAP MAG AND METAL PIERCING BULLETS - SALE/POSS PROH,Other offense,Other public order offense,Public order offense,6
8-20-100(B),ILLEGAL SALE OF AMMUNITION (ATTEMPT),Other offense,Other public order offense,Public order offense,6
8-20-280,"REPORTING DESTRUCTION, TRANSFER, LOSS, OR THEFT OF FIREARMS",Other offense,Other public order offense,Public order offense,6
8-20-280(A)(1),FAIL NOTIFY POLICE: LOSS/THEFT/DESTRUCTION FIREARM,Other offense,Other public order offense,Public order offense,6
8-24-020,SALE OR POSSESSION OF DEADLY WEAPON,Unauthorized possess or storage of weapons,Unlawful possession/purchase of firearms and firearms ammunition,Weapon offense,3
8-24-020,UUW - CARRY DANGEROUS WEAPONS,Unlawful use of a weapon (firearm),Unlawful use of a weapon (firearm),Weapon offense,3
8-24-040,DISCHARGING TOY FIREARMS,Unlawful discharge of firearm projectiles,Unlawful/aggravated/reckless discharge of firearm,Weapon offense,3
8-26-020-A,GUN OFFENDER DUTY TO REGISTER AND TO VERIFY,Other offense,Other public order offense,Public order offense,6
8-26-020-A,GUN OFFENDER DUTY TO REGISTER AND TO VERITY,Other offense,Other public order offense,Public order offense,6
8-26-030-A,INITIAL GUN OFFENDER REGISTRATION,Possession of a firearm without a valid FOID,Other weapons offense,Weapon offense,3
8-26-030-B,ANNUAL GUN OFFENDER REGISTRATION,Possession of a firearm without a valid FOID,Other weapons offense,Weapon offense,3
8-26-040,GUN OFFENDER REGISTRATION PERIOD,"Failure to register as arsonist, sex offender, child murder","Failure to register as arsonist, sex offender, child murder",Public order offense,6
8-26-050,GUN OFFENDER DUTY TO REPORT,Other offense,Other public order offense,Public order offense,6
8-32-070,MUSIC AND AMPLIFIED SOUND,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
8-4-010(A),DISORDERLY CONDUCT - BREACH OF PEACE,Disorderly conduct,Disorderly conduct,Public order offense,6
8-4-010(B),DISORDERLY CONDUCT - OFFENSIVE ACT OR GESTURE,Disorderly conduct,Disorderly conduct,Public order offense,6
8-4-010(C),DISORDERLY CONDUCT - FAIL TO CEASE CONDUCT LIKELY TO PROVOK,Disorderly conduct,Disorderly conduct,Public order offense,6
8-4-010(D),DISORDERLY CONDUCT-FAILS TO OBEY A LAWFUL ORDER TO DISPERSE,Disorderly conduct,Disorderly conduct,Public order offense,6
8-4-010(E),DISORDERLY CONDUCT - FAIL TO OBEY POLICE,Disorderly conduct,Disorderly conduct,Public order offense,6
8-4-010(F),DISORDERLY CONDUCT - ASSEMBLY >3 PERSONS/BREACH OF PEACE,Disorderly conduct,Disorderly conduct,Public order offense,6
8-4-010(F),DISORDERLY CONDUCT/PUBLIC PEACE,Disorderly conduct,Disorderly conduct,Public order offense,6
8-4-010(G),DISORDERLY CONDUCT - IN PUBLIC UNDER INFLUENCE DRUGS/ALCOHOL,Disorderly conduct,Disorderly conduct,Public order offense,6
8-4-010(G),DISORDERLY CONDUCT - REMAINS/PUBLICWAY/BLOCK CUSTOMER ACCESS,Disorderly conduct,Disorderly conduct,Public order offense,6
8-4-010(H),IN PUBLIC UNDER INFLUENCE DRUGS/ALCOHOL,Consuming alcohol in public,Other public order offense,Public order offense,6
8-4-015,GANG LOITERING,Other offense,Other public order offense,Public order offense,6
8-4-017,NARCOTIC RELATED LOITERING,Other offense,Other public order offense,Public order offense,6
8-4-025(B)(1),PANHANDLE PROHIBIT LOCATIONS,Other offense,Other public order offense,Public order offense,6
8-4-025(B)(2),PANHANDLE PROHIBIT MANNER,Other offense,Other public order offense,Public order offense,6
8-4-025(B)(2),PANHANDLE PROHIBIT MANNER (SOLICITATION),Other offense,Other public order offense,Public order offense,6
8-4-026,THREATS OR INTIMIDATION IN PUBLIC PLACES,Intimidation,Intimidation/threats/compelling information/eavesdropping,Person offense,1
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,Other offense,Other public order offense,Public order offense,6
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY (SOLICITATION),Other offense,Other public order offense,Public order offense,6
8-4-050,TRESPASSING,Criminal trespass to restricted areas,Criminal trespass to a residence/property,Property offense,2
8-4-050-B,TRESPASSING - REMAIN ON PROPERTY,Criminal trespass to restricted areas,Criminal trespass to a residence/property,Property offense,2
8-4-050-C,TRESPASSING - REMAIN ON PROP W/ MALICIOUS INTENT,Criminal trespass to restricted areas,Criminal trespass to a residence/property,Property offense,2
8-4-050-D,TRESPASSING - DAMAGE TO PROPERTY,Criminal trespass to restricted areas,Criminal trespass to a residence/property,Property offense,2
8-4-059,POSSESSION OF POLICE SCANNER,Other offense,Other public order offense,Public order offense,6
8-4-060,VANDALISM,Criminal damage to property,Criminal damage to property/institutional vandalism,Property offense,2
8-4-065,INTERFERENCE W/UTILITY EQUIPMENT,Other offense,Other public order offense,Public order offense,6
8-4-080,ASSAULT - SIMPLE,Assault,Assault/aggravated assault,Person offense,1
8-4-081,URINATE OR DEFECATE ON PUBLIC WAY,Other offense,Other public order offense,Public order offense,6
8-4-081,URINATE OR DEFICATE ON PUBLIC WAY,Other offense,Other public order offense,Public order offense,6
8-4-090,DISORDERLY HOUSE,Other offense,Other public order offense,Public order offense,6
8-4-110,DISTURBING PLACES OF WORSHIP,Other offense,Other public order offense,Public order offense,6
8-4-120,DAMAGE TO PUBLIC PROPERTY,Other offense,Other public order offense,Public order offense,6
8-4-120,DAMAGE TO PUBLIC PROPERTY (ATTEMPT),Other offense,Other public order offense,Public order offense,6
8-4-126,UNAUTHORIZED VIDEO RECORDING/LIVE VIDEO - UPSKIRTING,Unlawful use of recorded sounds or images,Other property offense,Property offense,2
8-4-130,POSS OF PAINT/MARKER WITH INTENT TO DEFACE,Other offense,Other public order offense,Public order offense,6
8-4-135,DEFACEMENT OF COMERCIAL VEHICLES,Other offense,Other public order offense,Public order offense,6
8-4-140,OBSTRUCT POLICE/FIRE SIGNAL SYSTEMS,Other offense,Other public order offense,Public order offense,6
8-4-145,FALSE FIRE ALARMS,Other offense,Other public order offense,Public order offense,6
8-4-148,SALE OR POSSESSION OF BODY ARMOR,Unauthorized possess or storage of weapons,Unlawful possession/purchase of firearms and firearms ammunition,Weapon offense,3
8-4-180,POSSESSING BURGLARY TOOLS,Other offense,Other public order offense,Public order offense,6
8-4-195-B,ILLEGAL CONDUCT WITHIN SPORTS FACILITIES,Other offense,Other public order offense,Public order offense,6
8-4-250,TRESPASSING ON PROPERTY,Criminal trespass to real property,Criminal trespass to a residence/property,Property offense,2
8-4-260,TRESPASSING ON ELEVATED TRACK,Criminal trespass to restricted areas,Criminal trespass to a residence/property,Property offense,2
8-4-280,REMOVING SOD OR EARTH,Other offense,Other public order offense,Public order offense,6
8-4-315,FRAUD RELATING TO OFFICIAL DOCUMENTS,Other offense,Other public order offense,Public order offense,6
8-8-010,HOUSE OF ILL FAME,Other offense,Other public order offense,Public order offense,6
8-8-020,PROSTITUTION - CAB DRIVER DIRECT PRSN TO HSE ILL,Prostitution,Prostitution-related offenses,Person offense,1
8-8-030,PROSTITUTION -  LEWDNESS,Prostitution,Prostitution-related offenses,Person offense,1
8-8-050,SOLICITING - PUBLIC MORALS,Solicitation to meet a child,Sex offenses involving children,Person offense,1
8-8-060,PROSTITUTION - SOLICITING FOR PROSTITUTION,Prostitution,Prostitution-related offenses,Person offense,1
8-8-060,PROSTITUTION - SOLICITING FOR PROSTITUTION (SOLICITATION),Prostitution,Prostitution-related offenses,Person offense,1
8-8-070,PUBLIC INDECENCY,Public indecency,Other sex offense,Person offense,1
8-8-080,INDECENT EXPOSURE OR DRESS,Public indecency,Other sex offense,Person offense,1
8-8-080,INDECENT EXPOSURE URINATING IN PUBLIC,Public indecency,Other sex offense,Person offense,1
8-8-090,INDECENT PUBLICATIONS/EXHIBITIONS,Public indecency,Other sex offense,Person offense,1
8-8-170,SELLING/GIVING AWAY TRANSFERS,Other offense,Other public order offense,Public order offense,6
815 ILCS 325.0/4.1-A-4,SELL/PURCH CATALYTIC CONVERTER,Other offense,Other public order offense,Public order offense,6
815 ILCS 414.0/1-A,SELL TICKETS/NOT AT BOX OFFICE,Other offense,Other public order offense,Public order offense,6
815 ILCS 414.0/1-A,SELL TICKETS/NOT AT BOX OFFICE (ATTEMPT),Other offense,Other public order offense,Public order offense,6
815 ILCS 414.0/1.5-A,SELL TICKET/OVER FACE VALUE,Other offense,Other public order offense,Public order offense,6
815 ILCS 515.0/3-A-1,HOME REPAIR FRAUD/CONTRACT >=$1000,Home repair fraud,Other fraud offenses,Property offense,2
815 ILCS 515.0/3-A-1,HOME REPAIR FRAUD/MISREP MAT<$1K/2ND,Home repair fraud,Other fraud offenses,Property offense,2
815 ILCS 515.0/3-A-1,HOME REPAIR FRAUD/MISREPRESENT MATERIAL <$1000,Home repair fraud,Other fraud offenses,Property offense,2
815 ILCS 515.0/3-A-2,DECEPTION/INDUCE CONTRACT >$1K,Home repair fraud,Other fraud offenses,Property offense,2
815 ILCS 515.0/3-A-3,UNCONSCIONABLE AGREEMENT $4K-$10K,Other offense,Other public order offense,Public order offense,6
815 ILCS 515.0/5-A,AGG HM FRD/2+ CNTRT/MISREP/60+,Home repair fraud,Other fraud offenses,Property offense,2
815 ILCS 515.0/5-A,AGG HOME FRAUD/DEC/<$500/60+,Home repair fraud,Other fraud offenses,Property offense,2
815 ILCS 515.0/5-A,AGG HOME FRAUD/DEC/<$500/DISABL,Home repair fraud,Other fraud offenses,Property offense,2
815 ILCS 515.0/5-A,AGG HOME FRAUD/DEC/<500/60+/2+,Home repair fraud,Other fraud offenses,Property offense,2
815 ILCS 515.0/5-A,AGG HOME FRAUD/DEC/>500/60+,Home repair fraud,Other fraud offenses,Property offense,2
815 ILCS 515.0/5-A,AGG HOME FRAUD/MISREP/<$500/60+,Home repair fraud,Other fraud offenses,Property offense,2
815 ILCS 515.0/5-A,AGG HOME FRAUD/MISREP/<$500/60+/2+,Home repair fraud,Other fraud offenses,Property offense,2
815 ILCS 515.0/5-A,AGG HOME FRD/MISREP/>500/60+,Home repair fraud,Other fraud offenses,Property offense,2
815 ILCS 515.0/5-A,AGG HOME RPR FRD/INDUC CNTRT>$500,Home repair fraud,Other fraud offenses,Property offense,2
815 ILCS 515.0/5-B,AGG HOME FRAUD/AGRMNT/>5K/60+,Home repair fraud,Other fraud offenses,Property offense,2
815 ILCS 515.0/5-C,AGG HOME FRAUD/NAME/>500/60+,Home repair fraud,Other fraud offenses,Property offense,2
820 ILCS 405.0/2800-A-9,UNLWFL SOLICIT/INFORMATION,Other offense,Other public order offense,Public order offense,6
9-104-160,SURRENDER LICENSE / INFORMATION,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-112-160,TAXICABS - METAL PLATE TO BE AFFIXED,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-112-340,SOLICITATION OF PASSENGERS/PROHIBITED,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-112-460,AIRPORT SERVICE,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-114-420,IMPOUNDMENT-OTHER UNLICENSED PUBLIC PASSENGER VEHICLES,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-115-020,RIDE SHARE-LICENSE,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-12-030,USE OF ROADWAY WITHOUT TOLL PAYMENT,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-12-050(B),"LANES, FAIL TO KEEP IN",Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-12-060(A),BUS LANE-OTHER VEHICLE USING,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-16-010(B),DISOBEY TURN SIGNAL INDICATOR,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-16-020(A),IMPROPER RIGHT TURN,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-16-020(B),IMPROPER LEFT TURN-2 WAY RDWY,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-16-020(C),IMPROPER LFT TURN-OTHR THAN 2 WAY,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-16-020(D),FAIL TO YEILD RIGHT OF WAY TO LEFT,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-16-040(A),U-TURN 100FT INTERSECTION,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-16-050(B),NO TURN SIGNALS-VIOLATION,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-20-010(B),ONE WAY STREET/ALLEY SIGNS POSTED,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-20-010(C),USING ALLEY AS THRU STREET/VIOL SIGNS,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-20-020(B),ONE WAY RESTR/CRTN PERDS/VIOLTN SIGNS,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-24-010(B),STOP AT STOP SIGN,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-24-020,INTERSECTIONS-PROC AFTER STOP,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-24-030,CROSSWALKS PEDESTRIAN RIGHT,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-24-040(A),YIELD TO VEHICLE ENTERING INTERSECTION,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-24-040(B),INTERSECTIONS -YIELD THE RIGHT OF WAY,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-24-050,PEDESTRIAN RIGHT IN ROADWAY,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-24-060,STOP EMERGING FROM ALLEY/BUILDING,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
9-24-080,AUTHORIZED EMERGENCY VEHICLES,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense,4
